meeting_key,session_key,location,date_start,date_end,session_type,session_name,country_key,country_code,country_name,circuit_key,circuit_short_name,gmt_offset,year
1245,9592,Baku,2024-09-13T13:00:00+00:00,2024-09-13T14:00:00+00:00,Practice,Practice 2,30,AZE,Azerbaijan,144,Baku,04:00:00,2024
1245,9593,Baku,2024-09-14T08:30:00+00:00,2024-09-14T09:30:00+00:00,Practice,Practice 3,30,AZE,Azerbaijan,144,Baku,04:00:00,2024
1245,9594,Baku,2024-09-14T12:00:00+00:00,2024-09-14T13:00:00+00:00,Qualifying,Qualifying,30,AZE,Azerbaijan,144,Baku,04:00:00,2024
1245,9598,Baku,2024-09-15T11:00:00+00:00,2024-09-15T13:00:00+00:00,Race,Race,30,AZE,Azerbaijan,144,Baku,04:00:00,2024
1246,9599,Marina Bay,2024-09-20T09:30:00+00:00,2024-09-20T10:30:00+00:00,Practice,Practice 1,157,SGP,Singapore,61,Singapore,08:00:00,2024
1246,9600,Marina Bay,2024-09-20T13:00:00+00:00,2024-09-20T14:00:00+00:00,Practice,Practice 2,157,SGP,Singapore,61,Singapore,08:00:00,2024
1246,9601,Marina Bay,2024-09-21T09:30:00+00:00,2024-09-21T10:30:00+00:00,Practice,Practice 3,157,SGP,Singapore,61,Singapore,08:00:00,2024
1246,9602,Marina Bay,2024-09-21T13:00:00+00:00,2024-09-21T14:00:00+00:00,Qualifying,Qualifying,157,SGP,Singapore,61,Singapore,08:00:00,2024
1246,9606,Marina Bay,2024-09-22T12:00:00+00:00,2024-09-22T14:00:00+00:00,Race,Race,157,SGP,Singapore,61,Singapore,08:00:00,2024
1247,9607,Austin,2024-10-18T17:30:00+00:00,2024-10-18T18:30:00+00:00,Practice,Practice 1,19,USA,United States,9,Austin,-05:00:00,2024
1247,9612,Austin,2024-10-18T21:30:00+00:00,2024-10-18T22:14:00+00:00,Qualifying,Sprint Qualifying,19,USA,United States,9,Austin,-05:00:00,2024
1247,9616,Austin,2024-10-19T18:00:00+00:00,2024-10-19T19:00:00+00:00,Race,Sprint,19,USA,United States,9,Austin,-05:00:00,2024
1247,9608,Austin,2024-10-19T22:00:00+00:00,2024-10-19T23:00:00+00:00,Qualifying,Qualifying,19,USA,United States,9,Austin,-05:00:00,2024
1247,9617,Austin,2024-10-20T19:00:00+00:00,2024-10-20T21:00:00+00:00,Race,Race,19,USA,United States,9,Austin,-05:00:00,2024
1248,9618,Mexico City,2024-10-25T18:30:00+00:00,2024-10-25T19:30:00+00:00,Practice,Practice 1,8,MEX,Mexico,65,Mexico City,-06:00:00,2024
1248,9619,Mexico City,2024-10-25T22:00:00+00:00,2024-10-25T23:00:00+00:00,Practice,Practice 2,8,MEX,Mexico,65,Mexico City,-06:00:00,2024
1248,9620,Mexico City,2024-10-26T17:30:00+00:00,2024-10-26T18:30:00+00:00,Practice,Practice 3,8,MEX,Mexico,65,Mexico City,-06:00:00,2024
1248,9621,Mexico City,2024-10-26T21:00:00+00:00,2024-10-26T22:00:00+00:00,Qualifying,Qualifying,8,MEX,Mexico,65,Mexico City,-06:00:00,2024
1248,9625,Mexico City,2024-10-27T20:00:00+00:00,2024-10-27T22:00:00+00:00,Race,Race,8,MEX,Mexico,65,Mexico City,-06:00:00,2024
1249,9626,São Paulo,2024-11-01T14:30:00+00:00,2024-11-01T15:30:00+00:00,Practice,Practice 1,10,BRA,Brazil,14,Interlagos,-03:00:00,2024
1249,9631,São Paulo,2024-11-01T18:30:00+00:00,2024-11-01T19:14:00+00:00,Qualifying,Sprint Qualifying,10,BRA,Brazil,14,Interlagos,-03:00:00,2024
1249,9635,São Paulo,2024-11-02T14:00:00+00:00,2024-11-02T15:00:00+00:00,Race,Sprint,10,BRA,Brazil,14,Interlagos,-03:00:00,2024
1249,9627,São Paulo,2024-11-02T18:00:00+00:00,2024-11-02T19:00:00+00:00,Qualifying,Qualifying,10,BRA,Brazil,14,Interlagos,-03:00:00,2024
1249,9636,São Paulo,2024-11-03T15:30:00+00:00,2024-11-03T17:30:00+00:00,Race,Race,10,BRA,Brazil,14,Interlagos,-03:00:00,2024
1250,9637,Las Vegas,2024-11-22T02:30:00+00:00,2024-11-22T03:30:00+00:00,Practice,Practice 1,19,USA,United States,152,Las Vegas,-08:00:00,2024
1250,9638,Las Vegas,2024-11-22T06:00:00+00:00,2024-11-22T07:00:00+00:00,Practice,Practice 2,19,USA,United States,152,Las Vegas,-08:00:00,2024
1250,9639,Las Vegas,2024-11-23T02:30:00+00:00,2024-11-23T03:30:00+00:00,Practice,Practice 3,19,USA,United States,152,Las Vegas,-08:00:00,2024
1250,9640,Las Vegas,2024-11-23T06:00:00+00:00,2024-11-23T07:00:00+00:00,Qualifying,Qualifying,19,USA,United States,152,Las Vegas,-08:00:00,2024
1250,9644,Las Vegas,2024-11-24T06:00:00+00:00,2024-11-24T08:00:00+00:00,Race,Race,19,USA,United States,152,Las Vegas,-08:00:00,2024
1251,9645,Lusail,2024-11-29T13:30:00+00:00,2024-11-29T14:30:00+00:00,Practice,Practice 1,149,QAT,Qatar,150,Lusail,03:00:00,2024
1251,9650,Lusail,2024-11-29T17:30:00+00:00,2024-11-29T18:14:00+00:00,Qualifying,Sprint Qualifying,149,QAT,Qatar,150,Lusail,03:00:00,2024
1251,9654,Lusail,2024-11-30T14:00:00+00:00,2024-11-30T15:00:00+00:00,Race,Sprint,149,QAT,Qatar,150,Lusail,03:00:00,2024
1251,9646,Lusail,2024-11-30T18:00:00+00:00,2024-11-30T19:00:00+00:00,Qualifying,Qualifying,149,QAT,Qatar,150,Lusail,03:00:00,2024
1251,9655,Lusail,2024-12-01T16:00:00+00:00,2024-12-01T18:00:00+00:00,Race,Race,149,QAT,Qatar,150,Lusail,03:00:00,2024
1252,9461,Yas Island,2024-12-06T09:30:00+00:00,2024-12-06T10:30:00+00:00,Practice,Practice 1,21,UAE,United Arab Emirates,70,Yas Marina Circuit,04:00:00,2024
1252,9656,Yas Island,2024-12-06T13:00:00+00:00,2024-12-06T14:00:00+00:00,Practice,Practice 2,21,UAE,United Arab Emirates,70,Yas Marina Circuit,04:00:00,2024
1252,9657,Yas Island,2024-12-07T10:30:00+00:00,2024-12-07T11:30:00+00:00,Practice,Practice 3,21,UAE,United Arab Emirates,70,Yas Marina Circuit,04:00:00,2024
1252,9658,Yas Island,2024-12-07T14:00:00+00:00,2024-12-07T15:00:00+00:00,Qualifying,Qualifying,21,UAE,United Arab Emirates,70,Yas Marina Circuit,04:00:00,2024
1252,9662,Yas Island,2024-12-08T13:00:00+00:00,2024-12-08T15:00:00+00:00,Race,Race,21,UAE,United Arab Emirates,70,Yas Marina Circuit,04:00:00,2024
1253,9683,Sakhir,2025-02-26T07:00:00+00:00,2025-02-26T16:00:00+00:00,Practice,Day 1,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1253,9684,Sakhir,2025-02-27T07:00:00+00:00,2025-02-27T16:00:00+00:00,Practice,Day 2,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1253,9685,Sakhir,2025-02-28T07:00:00+00:00,2025-02-28T16:00:00+00:00,Practice,Day 3,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1254,9686,Melbourne,2025-03-14T01:30:00+00:00,2025-03-14T02:30:00+00:00,Practice,Practice 1,5,AUS,Australia,10,Melbourne,11:00:00,2025
1254,9687,Melbourne,2025-03-14T05:00:00+00:00,2025-03-14T06:00:00+00:00,Practice,Practice 2,5,AUS,Australia,10,Melbourne,11:00:00,2025
1254,9688,Melbourne,2025-03-15T01:30:00+00:00,2025-03-15T02:30:00+00:00,Practice,Practice 3,5,AUS,Australia,10,Melbourne,11:00:00,2025
1254,9689,Melbourne,2025-03-15T05:00:00+00:00,2025-03-15T06:00:00+00:00,Qualifying,Qualifying,5,AUS,Australia,10,Melbourne,11:00:00,2025
1254,9693,Melbourne,2025-03-16T04:00:00+00:00,2025-03-16T06:00:00+00:00,Race,Race,5,AUS,Australia,10,Melbourne,11:00:00,2025
1255,9988,Shanghai,2025-03-21T03:30:00+00:00,2025-03-21T04:30:00+00:00,Practice,Practice 1,53,CHN,China,49,Shanghai,08:00:00,2025
1255,9989,Shanghai,2025-03-21T07:30:00+00:00,2025-03-21T08:14:00+00:00,Qualifying,Sprint Qualifying,53,CHN,China,49,Shanghai,08:00:00,2025
1255,9993,Shanghai,2025-03-22T03:00:00+00:00,2025-03-22T04:00:00+00:00,Race,Sprint,53,CHN,China,49,Shanghai,08:00:00,2025
1255,9994,Shanghai,2025-03-22T07:00:00+00:00,2025-03-22T08:00:00+00:00,Qualifying,Qualifying,53,CHN,China,49,Shanghai,08:00:00,2025
1255,9998,Shanghai,2025-03-23T07:00:00+00:00,2025-03-23T09:00:00+00:00,Race,Race,53,CHN,China,49,Shanghai,08:00:00,2025
1256,9999,Suzuka,2025-04-04T02:30:00+00:00,2025-04-04T03:30:00+00:00,Practice,Practice 1,4,JPN,Japan,46,Suzuka,09:00:00,2025
1256,10000,Suzuka,2025-04-04T06:00:00+00:00,2025-04-04T07:00:00+00:00,Practice,Practice 2,4,JPN,Japan,46,Suzuka,09:00:00,2025
1256,10001,Suzuka,2025-04-05T02:30:00+00:00,2025-04-05T03:30:00+00:00,Practice,Practice 3,4,JPN,Japan,46,Suzuka,09:00:00,2025
1256,10002,Suzuka,2025-04-05T06:00:00+00:00,2025-04-05T07:00:00+00:00,Qualifying,Qualifying,4,JPN,Japan,46,Suzuka,09:00:00,2025
1256,10006,Suzuka,2025-04-06T05:00:00+00:00,2025-04-06T07:00:00+00:00,Race,Race,4,JPN,Japan,46,Suzuka,09:00:00,2025
1257,10007,Sakhir,2025-04-11T11:30:00+00:00,2025-04-11T12:30:00+00:00,Practice,Practice 1,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1257,10008,Sakhir,2025-04-11T15:00:00+00:00,2025-04-11T16:00:00+00:00,Practice,Practice 2,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1257,10009,Sakhir,2025-04-12T12:30:00+00:00,2025-04-12T13:30:00+00:00,Practice,Practice 3,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1257,10010,Sakhir,2025-04-12T16:00:00+00:00,2025-04-12T17:00:00+00:00,Qualifying,Qualifying,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1257,10014,Sakhir,2025-04-13T15:00:00+00:00,2025-04-13T17:00:00+00:00,Race,Race,36,BRN,Bahrain,63,Sakhir,03:00:00,2025
1258,10015,Jeddah,2025-04-18T13:30:00+00:00,2025-04-18T14:30:00+00:00,Practice,Practice 1,153,KSA,Saudi Arabia,149,Jeddah,03:00:00,2025
1258,10016,Jeddah,2025-04-18T17:00:00+00:00,2025-04-18T18:00:00+00:00,Practice,Practice 2,153,KSA,Saudi Arabia,149,Jeddah,03:00:00,2025
1258,10017,Jeddah,2025-04-19T13:30:00+00:00,2025-04-19T14:30:00+00:00,Practice,Practice 3,153,KSA,Saudi Arabia,149,Jeddah,03:00:00,2025
1258,10018,Jeddah,2025-04-19T17:00:00+00:00,2025-04-19T18:00:00+00:00,Qualifying,Qualifying,153,KSA,Saudi Arabia,149,Jeddah,03:00:00,2025
1258,10022,Jeddah,2025-04-20T17:00:00+00:00,2025-04-20T19:00:00+00:00,Race,Race,153,KSA,Saudi Arabia,149,Jeddah,03:00:00,2025
1259,10023,Miami,2025-05-02T16:30:00+00:00,2025-05-02T17:30:00+00:00,Practice,Practice 1,19,USA,United States,151,Miami,-04:00:00,2025
1259,10024,Miami,2025-05-02T20:30:00+00:00,2025-05-02T21:14:00+00:00,Qualifying,Sprint Qualifying,19,USA,United States,151,Miami,-04:00:00,2025
1259,10028,Miami,2025-05-03T16:00:00+00:00,2025-05-03T17:00:00+00:00,Race,Sprint,19,USA,United States,151,Miami,-04:00:00,2025
1259,10029,Miami,2025-05-03T20:00:00+00:00,2025-05-03T21:00:00+00:00,Qualifying,Qualifying,19,USA,United States,151,Miami,-04:00:00,2025
1259,10033,Miami,2025-05-04T20:00:00+00:00,2025-05-04T22:00:00+00:00,Race,Race,19,USA,United States,151,Miami,-04:00:00,2025
1260,9980,Imola,2025-05-16T11:30:00+00:00,2025-05-16T12:30:00+00:00,Practice,Practice 1,13,ITA,Italy,6,Imola,02:00:00,2025
1260,9981,Imola,2025-05-16T15:00:00+00:00,2025-05-16T16:00:00+00:00,Practice,Practice 2,13,ITA,Italy,6,Imola,02:00:00,2025
1260,9982,Imola,2025-05-17T10:30:00+00:00,2025-05-17T11:30:00+00:00,Practice,Practice 3,13,ITA,Italy,6,Imola,02:00:00,2025
1260,9983,Imola,2025-05-17T14:00:00+00:00,2025-05-17T15:00:00+00:00,Qualifying,Qualifying,13,ITA,Italy,6,Imola,02:00:00,2025
1260,9987,Imola,2025-05-18T13:00:00+00:00,2025-05-18T15:00:00+00:00,Race,Race,13,ITA,Italy,6,Imola,02:00:00,2025
1261,9972,Monaco,2025-05-23T11:30:00+00:00,2025-05-23T12:30:00+00:00,Practice,Practice 1,114,MON,Monaco,22,Monte Carlo,02:00:00,2025
1261,9973,Monaco,2025-05-23T15:00:00+00:00,2025-05-23T16:00:00+00:00,Practice,Practice 2,114,MON,Monaco,22,Monte Carlo,02:00:00,2025
1261,9974,Monaco,2025-05-24T10:30:00+00:00,2025-05-24T11:30:00+00:00,Practice,Practice 3,114,MON,Monaco,22,Monte Carlo,02:00:00,2025
1261,9975,Monaco,2025-05-24T14:00:00+00:00,2025-05-24T15:00:00+00:00,Qualifying,Qualifying,114,MON,Monaco,22,Monte Carlo,02:00:00,2025
1261,9979,Monaco,2025-05-25T13:00:00+00:00,2025-05-25T15:00:00+00:00,Race,Race,114,MON,Monaco,22,Monte Carlo,02:00:00,2025
1262,9964,Barcelona,2025-05-30T11:30:00+00:00,2025-05-30T12:30:00+00:00,Practice,Practice 1,1,ESP,Spain,15,Catalunya,02:00:00,2025
1262,9965,Barcelona,2025-05-30T15:00:00+00:00,2025-05-30T16:00:00+00:00,Practice,Practice 2,1,ESP,Spain,15,Catalunya,02:00:00,2025
1262,9966,Barcelona,2025-05-31T10:30:00+00:00,2025-05-31T11:30:00+00:00,Practice,Practice 3,1,ESP,Spain,15,Catalunya,02:00:00,2025
1262,9967,Barcelona,2025-05-31T14:00:00+00:00,2025-05-31T15:00:00+00:00,Qualifying,Qualifying,1,ESP,Spain,15,Catalunya,02:00:00,2025
1262,9971,Barcelona,2025-06-01T13:00:00+00:00,2025-06-01T15:00:00+00:00,Race,Race,1,ESP,Spain,15,Catalunya,02:00:00,2025
1263,9956,Montréal,2025-06-13T17:30:00+00:00,2025-06-13T18:30:00+00:00,Practice,Practice 1,46,CAN,Canada,23,Montreal,-04:00:00,2025
1263,9957,Montréal,2025-06-13T21:00:00+00:00,2025-06-13T22:00:00+00:00,Practice,Practice 2,46,CAN,Canada,23,Montreal,-04:00:00,2025
1263,9958,Montréal,2025-06-14T16:30:00+00:00,2025-06-14T17:30:00+00:00,Practice,Practice 3,46,CAN,Canada,23,Montreal,-04:00:00,2025
1263,9959,Montréal,2025-06-14T20:00:00+00:00,2025-06-14T21:00:00+00:00,Qualifying,Qualifying,46,CAN,Canada,23,Montreal,-04:00:00,2025
1263,9963,Montréal,2025-06-15T18:00:00+00:00,2025-06-15T20:00:00+00:00,Race,Race,46,CAN,Canada,23,Montreal,-04:00:00,2025
1264,9948,Spielberg,2025-06-27T11:30:00+00:00,2025-06-27T12:30:00+00:00,Practice,Practice 1,17,AUT,Austria,19,Spielberg,02:00:00,2025
1264,9949,Spielberg,2025-06-27T15:00:00+00:00,2025-06-27T16:00:00+00:00,Practice,Practice 2,17,AUT,Austria,19,Spielberg,02:00:00,2025
1264,9950,Spielberg,2025-06-28T10:30:00+00:00,2025-06-28T11:30:00+00:00,Practice,Practice 3,17,AUT,Austria,19,Spielberg,02:00:00,2025
1264,9951,Spielberg,2025-06-28T14:00:00+00:00,2025-06-28T15:00:00+00:00,Qualifying,Qualifying,17,AUT,Austria,19,Spielberg,02:00:00,2025
1264,9955,Spielberg,2025-06-29T13:00:00+00:00,2025-06-29T15:00:00+00:00,Race,Race,17,AUT,Austria,19,Spielberg,02:00:00,2025
1277,9940,Silverstone,2025-07-04T11:30:00+00:00,2025-07-04T12:30:00+00:00,Practice,Practice 1,2,GBR,United Kingdom,2,Silverstone,01:00:00,2025
1277,9941,Silverstone,2025-07-04T15:00:00+00:00,2025-07-04T16:00:00+00:00,Practice,Practice 2,2,GBR,United Kingdom,2,Silverstone,01:00:00,2025
1277,9942,Silverstone,2025-07-05T10:30:00+00:00,2025-07-05T11:30:00+00:00,Practice,Practice 3,2,GBR,United Kingdom,2,Silverstone,01:00:00,2025
1277,9943,Silverstone,2025-07-05T14:00:00+00:00,2025-07-05T15:00:00+00:00,Qualifying,Qualifying,2,GBR,United Kingdom,2,Silverstone,01:00:00,2025
1277,9947,Silverstone,2025-07-06T14:00:00+00:00,2025-07-06T16:00:00+00:00,Race,Race,2,GBR,United Kingdom,2,Silverstone,01:00:00,2025
1265,9929,Spa-Francorchamps,2025-07-25T10:30:00+00:00,2025-07-25T11:30:00+00:00,Practice,Practice 1,16,BEL,Belgium,7,Spa-Francorchamps,02:00:00,2025
1265,9930,Spa-Francorchamps,2025-07-25T14:30:00+00:00,2025-07-25T15:14:00+00:00,Qualifying,Sprint Qualifying,16,BEL,Belgium,7,Spa-Francorchamps,02:00:00,2025
1265,9934,Spa-Francorchamps,2025-07-26T10:00:00+00:00,2025-07-26T11:00:00+00:00,Race,Sprint,16,BEL,Belgium,7,Spa-Francorchamps,02:00:00,2025
1265,9935,Spa-Francorchamps,2025-07-26T14:00:00+00:00,2025-07-26T15:00:00+00:00,Qualifying,Qualifying,16,BEL,Belgium,7,Spa-Francorchamps,02:00:00,2025
1265,9939,Spa-Francorchamps,2025-07-27T13:00:00+00:00,2025-07-27T15:00:00+00:00,Race,Race,16,BEL,Belgium,7,Spa-Francorchamps,02:00:00,2025
1266,9921,Budapest,2025-08-01T11:30:00+00:00,2025-08-01T12:30:00+00:00,Practice,Practice 1,14,HUN,Hungary,4,Hungaroring,02:00:00,2025
1266,9922,Budapest,2025-08-01T15:00:00+00:00,2025-08-01T16:00:00+00:00,Practice,Practice 2,14,HUN,Hungary,4,Hungaroring,02:00:00,2025
1266,9923,Budapest,2025-08-02T10:30:00+00:00,2025-08-02T11:30:00+00:00,Practice,Practice 3,14,HUN,Hungary,4,Hungaroring,02:00:00,2025
1266,9924,Budapest,2025-08-02T14:00:00+00:00,2025-08-02T15:00:00+00:00,Qualifying,Qualifying,14,HUN,Hungary,4,Hungaroring,02:00:00,2025
1266,9928,Budapest,2025-08-03T13:00:00+00:00,2025-08-03T15:00:00+00:00,Race,Race,14,HUN,Hungary,4,Hungaroring,02:00:00,2025
1267,9913,Zandvoort,2025-08-29T10:30:00+00:00,2025-08-29T11:30:00+00:00,Practice,Practice 1,133,NED,Netherlands,55,Zandvoort,02:00:00,2025
1267,9914,Zandvoort,2025-08-29T14:00:00+00:00,2025-08-29T15:00:00+00:00,Practice,Practice 2,133,NED,Netherlands,55,Zandvoort,02:00:00,2025
1267,9915,Zandvoort,2025-08-30T09:30:00+00:00,2025-08-30T10:30:00+00:00,Practice,Practice 3,133,NED,Netherlands,55,Zandvoort,02:00:00,2025
1267,9916,Zandvoort,2025-08-30T13:00:00+00:00,2025-08-30T14:00:00+00:00,Qualifying,Qualifying,133,NED,Netherlands,55,Zandvoort,02:00:00,2025
1267,9920,Zandvoort,2025-08-31T13:00:00+00:00,2025-08-31T15:00:00+00:00,Race,Race,133,NED,Netherlands,55,Zandvoort,02:00:00,2025
1268,9905,Monza,2025-09-05T11:30:00+00:00,2025-09-05T12:30:00+00:00,Practice,Practice 1,13,ITA,Italy,39,Monza,02:00:00,2025
1268,9906,Monza,2025-09-05T15:00:00+00:00,2025-09-05T16:00:00+00:00,Practice,Practice 2,13,ITA,Italy,39,Monza,02:00:00,2025
1268,9907,Monza,2025-09-06T10:30:00+00:00,2025-09-06T11:30:00+00:00,Practice,Practice 3,13,ITA,Italy,39,Monza,02:00:00,2025
1268,9908,Monza,2025-09-06T14:00:00+00:00,2025-09-06T15:00:00+00:00,Qualifying,Qualifying,13,ITA,Italy,39,Monza,02:00:00,2025
1268,9912,Monza,2025-09-07T13:00:00+00:00,2025-09-07T15:00:00+00:00,Race,Race,13,ITA,Italy,39,Monza,02:00:00,2025
1269,9897,Baku,2025-09-19T08:30:00+00:00,2025-09-19T09:30:00+00:00,Practice,Practice 1,30,AZE,Azerbaijan,144,Baku,04:00:00,2025
1269,9898,Baku,2025-09-19T12:00:00+00:00,2025-09-19T13:00:00+00:00,Practice,Practice 2,30,AZE,Azerbaijan,144,Baku,04:00:00,2025
1269,9899,Baku,2025-09-20T08:30:00+00:00,2025-09-20T09:30:00+00:00,Practice,Practice 3,30,AZE,Azerbaijan,144,Baku,04:00:00,2025
1269,9900,Baku,2025-09-20T12:00:00+00:00,2025-09-20T13:00:00+00:00,Qualifying,Qualifying,30,AZE,Azerbaijan,144,Baku,04:00:00,2025
1269,9904,Baku,2025-09-21T11:00:00+00:00,2025-09-21T13:00:00+00:00,Race,Race,30,AZE,Azerbaijan,144,Baku,04:00:00,2025
1270,9889,Marina Bay,2025-10-03T09:30:00+00:00,2025-10-03T10:30:00+00:00,Practice,Practice 1,157,SGP,Singapore,61,Singapore,08:00:00,2025
1270,9890,Marina Bay,2025-10-03T13:00:00+00:00,2025-10-03T14:00:00+00:00,Practice,Practice 2,157,SGP,Singapore,61,Singapore,08:00:00,2025
1270,9891,Marina Bay,2025-10-04T09:30:00+00:00,2025-10-04T10:30:00+00:00,Practice,Practice 3,157,SGP,Singapore,61,Singapore,08:00:00,2025
1270,9892,Marina Bay,2025-10-04T13:00:00+00:00,2025-10-04T14:00:00+00:00,Qualifying,Qualifying,157,SGP,Singapore,61,Singapore,08:00:00,2025
1270,9896,Marina Bay,2025-10-05T12:00:00+00:00,2025-10-05T14:00:00+00:00,Race,Race,157,SGP,Singapore,61,Singapore,08:00:00,2025
1271,9878,Austin,2025-10-17T17:30:00+00:00,2025-10-17T18:30:00+00:00,Practice,Practice 1,19,USA,United States,9,Austin,-05:00:00,2025
1271,9879,Austin,2025-10-17T21:30:00+00:00,2025-10-17T22:14:00+00:00,Qualifying,Sprint Qualifying,19,USA,United States,9,Austin,-05:00:00,2025
1271,9883,Austin,2025-10-18T17:00:00+00:00,2025-10-18T18:00:00+00:00,Race,Sprint,19,USA,United States,9,Austin,-05:00:00,2025
1271,9884,Austin,2025-10-18T21:00:00+00:00,2025-10-18T22:00:00+00:00,Qualifying,Qualifying,19,USA,United States,9,Austin,-05:00:00,2025
1271,9888,Austin,2025-10-19T19:00:00+00:00,2025-10-19T21:00:00+00:00,Race,Race,19,USA,United States,9,Austin,-05:00:00,2025
1272,9870,Mexico City,2025-10-24T18:30:00+00:00,2025-10-24T19:30:00+00:00,Practice,Practice 1,8,MEX,Mexico,65,Mexico City,-06:00:00,2025
1272,9871,Mexico City,2025-10-24T22:00:00+00:00,2025-10-24T23:00:00+00:00,Practice,Practice 2,8,MEX,Mexico,65,Mexico City,-06:00:00,2025
1272,9872,Mexico City,2025-10-25T17:30:00+00:00,2025-10-25T18:30:00+00:00,Practice,Practice 3,8,MEX,Mexico,65,Mexico City,-06:00:00,2025
1272,9873,Mexico City,2025-10-25T21:00:00+00:00,2025-10-25T22:00:00+00:00,Qualifying,Qualifying,8,MEX,Mexico,65,Mexico City,-06:00:00,2025
1272,9877,Mexico City,2025-10-26T20:00:00+00:00,2025-10-26T22:00:00+00:00,Race,Race,8,MEX,Mexico,65,Mexico City,-06:00:00,2025
